"File","Line","Crate","RiskLevel","Context","Code"
"examples\phi3_demo\src\main.rs","288","unknown","P3-Low","serde_json::to_string_pretty(&json)","let pretty = serde_json::to_string_pretty(&json).unwrap();"
"examples\phi3_demo\src\main.rs","148","unknown","P3-Low","scenario.objective.as_ref()","println!(""  🎯 Objective: {}"", scenario.objective.as_ref().unwrap());"
"examples\phi3_demo\src\main.rs","43","unknown","P3-Low","health.error_message()","eprintln!(""{}"", health.error_message().unwrap().red());"
"examples\profiling_demo\src\main.rs","339","unknown","P3-Low","let agent = world.get_mut::<AIAgent>(entity).unwrap();","let agent = world.get_mut::<AIAgent>(entity).unwrap();"
"examples\profiling_demo\src\main.rs","251","unknown","P3-Low","SYSTEM_TIMINGS.lock()","let timings = SYSTEM_TIMINGS.lock().unwrap();"
"examples\unified_showcase\src\app_handler.rs","382","unknown","P3-Low","render.hdr_msaa_view.as_ref()","render.hdr_msaa_view.as_ref().unwrap()"
"examples\unified_showcase\src\main_backup_before_refactor.rs","4539","unknown","P3-Low","render.surface.get_current_texture()","render.surface.get_current_texture().unwrap()"
"examples\unified_showcase\src\main_backup_before_refactor.rs","5474","unknown","P3-Low",".unwrap();",".unwrap();"
"examples\unified_showcase\src\main_backup_before_refactor.rs","6885","unknown","P3-Low","fs::read_dir(base).unwrap_or_else(|_| fs::read_dir(""."")","for entry in fs::read_dir(base).unwrap_or_else(|_| fs::read_dir(""."").unwrap()) {"
"examples\unified_showcase\src\main_backup.rs","5473","unknown","P3-Low",".unwrap();",".unwrap();"
"examples\unified_showcase\src\main_backup.rs","6884","unknown","P3-Low","fs::read_dir(base).unwrap_or_else(|_| fs::read_dir(""."")","for entry in fs::read_dir(base).unwrap_or_else(|_| fs::read_dir(""."").unwrap()) {"
"examples\unified_showcase\src\main_backup.rs","4538","unknown","P3-Low","render.surface.get_current_texture()","render.surface.get_current_texture().unwrap()"
"examples\unified_showcase\src\main_temp.rs","5473","unknown","P3-Low",".unwrap();",".unwrap();"
"examples\unified_showcase\src\main_temp.rs","4538","unknown","P3-Low","render.surface.get_current_texture()","render.surface.get_current_texture().unwrap()"
"examples\unified_showcase\src\main_temp.rs","6884","unknown","P3-Low","fs::read_dir(base).unwrap_or_else(|_| fs::read_dir(""."")","for entry in fs::read_dir(base).unwrap_or_else(|_| fs::read_dir(""."").unwrap()) {"
"examples\unified_showcase\src\main.rs","8787","unknown","P3-Low","render.pbr_e_material_buffer.as_ref()","|| render.pbr_e_material_buffer.as_ref().unwrap().size() < material_buffer_size"
"examples\unified_showcase\src\main.rs","8809","unknown","P3-Low",".unwrap()",".unwrap()"
"examples\unified_showcase\src\main.rs","8817","unknown","P3-Low","render.pbr_e_material_buffer.as_ref()","render.pbr_e_material_buffer.as_ref().unwrap(),"
"examples\unified_showcase\src\main.rs","5787","unknown","P3-Low",".unwrap();",".unwrap();"
"examples\unified_showcase\src\main.rs","7340","unknown","P3-Low","fs::read_dir(base).unwrap_or_else(|_| fs::read_dir(""."")","for entry in fs::read_dir(base).unwrap_or_else(|_| fs::read_dir(""."").unwrap()) {"
"examples\visual_3d\src\main.rs","579","unknown","P3-Low","self.window.as_ref()","self.window.as_ref().unwrap().request_redraw();"
"examples\visual_3d\src\main.rs","532","unknown","P3-Low","self.egui_state.as_mut()","let egui_state = self.egui_state.as_mut().unwrap();"
"examples\visual_3d\src\main.rs","531","unknown","P3-Low","self.window.as_ref()","let window = self.window.as_ref().unwrap();"
"examples\visual_3d\src\main.rs","497","unknown","P3-Low","let renderer = pollster::block_on(Renderer::new(window.clone())).unwrap();","let renderer = pollster::block_on(Renderer::new(window.clone())).unwrap();"
"examples\visual_3d\src\main.rs","494","unknown","P3-Low","Arc::new(event_loop.create_window(window_attributes)","let window = Arc::new(event_loop.create_window(window_attributes).unwrap());"
"examples\visual_3d\src\main.rs","242","unknown","P3-Low","self.renderer.as_mut()","let renderer = self.renderer.as_mut().unwrap();"
"examples\visual_3d\src\main.rs","187","unknown","P3-Low","self.egui_state.as_mut()","let egui_state = self.egui_state.as_mut().unwrap();"
"examples\visual_3d\src\main.rs","46","unknown","P3-Low","world.pos_of(e)","let p = world.pos_of(e).unwrap();"
"examples\visual_3d\src\main.rs","38","unknown","P3-Low","world.pos_of(e)","let p = world.pos_of(e).unwrap();"
"examples\visual_3d\src\main.rs","30","unknown","P3-Low","world.pos_of(e)","let p = world.pos_of(e).unwrap();"
"examples\visual_3d\src\main.rs","430","unknown","P3-Low","times.last()","let max_t = *times.last().unwrap();"
"examples\visual_3d\src\main.rs","179","unknown","P3-Low","self.window.as_ref()","let window = self.window.as_ref().unwrap();"
"examples\weaving_playground\src\main.rs","335","unknown","P3-Low","w.pos_of(e)","let p = w.pos_of(e).unwrap();"
"examples\weaving_playground\src\main.rs","343","unknown","P3-Low","w.pos_of(e)","let p = w.pos_of(e).unwrap();"
"examples\weaving_playground\src\main.rs","327","unknown","P3-Low","w.pos_of(e)","let p = w.pos_of(e).unwrap();"
"tools\aw_asset_cli\tests\manifest.rs","14","unknown","P3-Low","serde_json::from_str(&data)","let v: Value = serde_json::from_str(&data).unwrap();"
"tools\aw_asset_cli\tests\manifest.rs","13","unknown","P3-Low","fs::read_to_string(manifest_path)","let data = fs::read_to_string(manifest_path).unwrap();"
"tools\aw_demo_builder\src\main.rs","82","unknown","P3-Low","Path::new(output).join(path.file_name()","let dest = Path::new(output).join(path.file_name().unwrap());"
"tools\aw_editor\tests\dialogue.rs","40","unknown","P3-Low","toml::to_string_pretty(&doc)","let txt = toml::to_string_pretty(&doc).unwrap();"
"tools\aw_editor\tests\dialogue.rs","41","unknown","P3-Low","fs::write(&p, txt)","fs::write(&p, txt).unwrap();"
"tools\aw_editor\tests\dialogue.rs","44","unknown","P3-Low","fs::write(&reload_path, Uuid::new_v4().to_string()).unwrap();","fs::write(&reload_path, Uuid::new_v4().to_string()).unwrap();"
